Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-1656.86	-1766.635	109.7753	0.0156045	0.0184659	0.0117607	0.0161355	0.0235135	0.00175643	0.0238716	0.0440938	0.00464821	0.00243359	0.010186	0.000232356	0.0177519	0.0321763	0.00757743	0.117118	0.0298407	0.000464127	0.000904114	0.0123331	0.00583385	0.00140194	0.00454078	0.00801099	0.0132948	0.00741936	0.00581154	0.0180302	0.00704815	0.00955861	0.0117752	0.0103455	0.0163586	0.0125438	0.0520591	0.0108761	0.093553	0.0118357	0.0308731	0.0140737	0.00443216	0.00408919	0.00608665	0.00436109	0.00910354	0.00188533	0.0131355	0.015651	0.0141656	0.0445877	0.00620296	0.00480766	0.0304939	0.00415184	0.0232418	0.00160327	0.0354792	0.0152038	0.0205303	0.0115869	0.00476876	0.00974978	0.0294368	0.0422013	0.00396061	0.0069372	0.00567633	0.0552	0.0478059	0.0119074	0.0244071	0.00128285	0.0211703	0.01315642	1.986844	0.753063	0.870824	0.957766	1.0441	1.14834	1.32791	0.2050671	151.017	0.0122733	0.0145239	0.00925009	0.0126909	0.0184939	0.00138147	0.0187756	0.0346809	0.00365593	0.00191408	0.00801156	0.000182754	0.0139623	0.0253075	0.00595984	0.092116	0.0234704	0.000365048	0.000711108	0.00970032	0.00458847	0.00110266	0.00357144	0.00630085	0.0104567	0.00583551	0.00457092	0.0141812	0.00554354	0.00751809	0.00926149	0.00813698	0.0128664	0.00986605	0.0409458	0.00855429	0.0735818	0.0093091	0.0242825	0.0110693	0.003486	0.00321625	0.0047873	0.0034301	0.00716016	0.00148286	0.0103314	0.0123099	0.0111416	0.0350693	0.00487878	0.00378134	0.0239842	0.00326553	0.0182803	0.00126102	0.0279053	0.0119582	0.0161476	0.00911341	0.00375075	0.00766845	0.0231528	0.0331924	0.00311512	0.00545628	0.00446457	0.0434162	0.0376005	0.00936549	0.0191968	0.00100899	0.016651	0.993422	0.00657821	1.271415
30	-1195.432	-1310.951	115.5191	0.00386823	0.000783524	0.0063715	0.00198419	0.0187973	0.00424625	0.0167176	0.021732	0.00134379	0.00229663	0.00152848	0.00560853	0.01781	0.00869376	0.0037346	0.0021294	0.0147072	0.000279571	0.00363879	0.00160471	0.000451057	0.00466631	0.00668643	0.00257103	0.00206465	0.00100005	0.0200983	0.0136235	0.00882419	0.000271869	0.0027865	0.0204984	0.00370662	0.0140592	0.0161862	0.00618331	0.000562949	0.00159259	0.0115604	0.00322898	0.00550306	0.000712305	0.00478155	0.00494909	0.00143521	0.014006	0.00495304	0.00441568	0.00101042	0.000140133	0.0113734	0.00412504	0.00926808	0.0028149	0.00245514	0.0145549	0.0176588	0.00478472	0.00663396	0.00571072	0.00380045	0.0149993	0.0141941	0.0207993	0.00247458	0.00451476	0.0018829	0.00221165	0.0140113	0.00137485	0.00255502	0.00144913	0.023176	0.368942	1.631058	0.130521	0.370437	0.733579	1.36318	2.69951	7.66161	1.472329	4.420906	0.00762621	0.00154472	0.0125614	0.00391183	0.0370588	0.00837149	0.0329588	0.0428446	0.00264928	0.0045278	0.00301339	0.0110572	0.0351124	0.0171398	0.00736276	0.0041981	0.0289953	0.000551175	0.00717388	0.00316369	0.000889258	0.00919962	0.0131823	0.00506878	0.00407046	0.00197161	0.0396238	0.0268588	0.0173969	0.000535991	0.00549359	0.0404127	0.00730759	0.0277177	0.031911	0.0121904	0.00110985	0.00313979	0.0227914	0.00636594	0.0108493	0.00140431	0.00942682	0.00975713	0.00282952	0.0276128	0.00976492	0.00870551	0.00199205	0.000276272	0.0224226	0.00813252	0.018272	0.00554958	0.00484031	0.028695	0.0348143	0.00943307	0.0130788	0.0112587	0.00749259	0.029571	0.0279837	0.0410058	0.00487863	0.00890085	0.00371214	0.00436027	0.0276232	0.00271051	0.00503723	0.00285697	0.0456915	0.815529	0.184471	0.507228
60	-969.3732	-1084.663	115.2901	0.00514816	0.00218134	0.00487432	0.0184398	0.00568612	0.00734295	0.037761	0.00850737	0.0241118	0.0082268	0.0343678	0.00554638	0.0251978	0.0255821	0.00645816	0.00349892	0.0163233	0.00630993	0.00365	0.00157469	0.00717732	0.0138395	0.0225471	0.00612941	0.0105191	0.0113163	0.0347555	0.0112202	0.000882592	0.00185725	0.0013881	0.0332718	0.00373703	0.0170792	0.0228801	0.00792913	0.00283087	0.0271418	0.0387836	0.000918812	0.0134167	0.0008493	0.0121125	0.00855835	0.000756604	0.0297988	0.027339	0.00295034	0.0147297	0.000704568	0.0113194	0.00777027	0.00451985	0.00668903	0.00375278	0.0209388	0.00537778	0.00827411	0.0159774	0.00603087	0.00528268	0.0365137	0.0298526	0.0100268	0.00221148	0.00383882	0.0362153	0.00364287	0.0129622	0.0273239	0.0112088	0.00456892	0.0187674	0.4107713	1.589229	0.103278	0.330468	0.707908	1.41261	3.02601	9.68261	1.641606	3.868889	0.00552808	0.00234232	0.00523403	0.0198006	0.00610573	0.00788483	0.0405476	0.00913518	0.0258911	0.00883391	0.036904	0.00595568	0.0270573	0.02747	0.00693475	0.00375713	0.0175279	0.00677558	0.00391936	0.0016909	0.00770698	0.0148608	0.024211	0.00658173	0.0112954	0.0121514	0.0373204	0.0120482	0.000947724	0.00199431	0.00149054	0.0357272	0.00401281	0.0183396	0.0245685	0.00851427	0.00303978	0.0291448	0.0416457	0.000986617	0.0144068	0.000911976	0.0130064	0.00918993	0.000812439	0.0319979	0.0293565	0.00316806	0.0158167	0.000756563	0.0121547	0.00834369	0.0048534	0.00718265	0.00402972	0.022484	0.00577465	0.00888471	0.0171565	0.00647592	0.00567252	0.0392083	0.0320556	0.0107668	0.00237468	0.00412211	0.0388878	0.0039117	0.0139187	0.0293403	0.0120359	0.00490609	0.0201524	0.794614	0.205386	0.9312753
90	-1350.53	-1457.014	106.4839	0.0143705	0.0172844	0.00677866	0.0449366	0.11002	0.00753844	0.0840183	0.0454738	0.121122	0.0222688	0.0144714	0.00851071	0.0434269	0.0254234	0.0117459	0.00499558	0.0103291	0.0165612	0.00208928	0.00922827	0.0748359	0.0025806	0.0068476	0.000847512	0.0216507	0.0130039	0.00377768	0.0154412	0.000443161	0.00525042	0.00948474	0.0492616	0.00548337	0.0284336	0.0489707	0.165203	0.00854493	0.0331835	0.00495546	0.00307822	0.030688	0.0321099	0.0113555	0.0592356	0.00520293	0.0663025	0.0555484	0.00924917	0.070981	0.00319044	0.0224761	0.0210785	0.0587417	0.0213875	0.00786112	0.0713571	0.00474959	0.0202104	0.0346037	0.0135662	0.00877189	0.0158557	0.0191254	0.00238495	0.063806	0.0391245	0.0466901	0.00810538	0.030633	0.0607956	0.0188017	0.0175532	0.0817369	0.01113872	1.988861	0.0747236	0.282217	0.673894	1.48391	3.54338	13.3826	1.875611	178.5539	0.00666796	0.00802003	0.00314533	0.0208508	0.0510499	0.00349787	0.0389849	0.0211001	0.0562012	0.0103328	0.00671481	0.00394901	0.0201503	0.0117966	0.00545016	0.00231797	0.00479273	0.00768449	0.000969434	0.00428196	0.0347242	0.00119741	0.00317732	0.00039325	0.010046	0.00603389	0.00175286	0.00716479	0.000205629	0.00243622	0.00440097	0.0228576	0.00254431	0.0131933	0.0227227	0.0766548	0.00396489	0.0153973	0.00229936	0.00142831	0.0142394	0.0148992	0.00526898	0.0274856	0.00241419	0.0307647	0.0257747	0.00429166	0.0329355	0.00148038	0.010429	0.00978054	0.0272564	0.00992388	0.0036476	0.03311	0.00220383	0.00937774	0.0160563	0.00629476	0.0040702	0.00735711	0.00887426	0.00110663	0.0296063	0.0181539	0.0216644	0.00376094	0.0142139	0.0282095	0.0087241	0.00814476	0.0379263	0.994431	0.00556936	2.15515
120	-1110.796	-1225.99	115.1942	0.0151963	0.025574	0.00633486	0.0264626	0.0192522	0.00443929	0.00753149	0.0369537	0.0931091	0.0350236	0.0417511	0.0029116	0.0279154	0.0166598	0.00105966	0.0314228	0.00555842	0.0274101	0.00711488	0.0120092	0.0393031	0.045637	0.00403247	0.00787784	0.00275989	0.0067511	0.00372025	0.00133408	0.00519329	0.0133973	0.0127709	0.0134936	0.0112158	0.0260504	0.0272299	0.0547858	0.00642057	0.0113926	0.00145987	0.00567149	0.00668312	0.0430731	0.036703	0.024027	0.00147318	0.0223405	0.0156847	0.00510335	0.0661071	0.000171509	0.0121991	0.0252305	0.030663	0.0125948	0.0401279	0.0109558	0.00368316	0.00986265	0.0161678	0.00074578	0.0240132	0.00628888	0.0112627	0.0332704	0.0375745	0.0512395	0.0175896	0.018638	0.0180394	0.00168653	0.00742362	0.0122561	0.00370579	1.745998	0.2540023	0.00265016	0.0553762	0.405453	2.46638	18.0583	377.335	4.290065	0.1454769	0.0110859	0.0186567	0.00462138	0.0193049	0.0140448	0.00323853	0.00549434	0.0269583	0.0679246	0.0255503	0.0304581	0.00212406	0.0203647	0.0121536	0.000773039	0.0229234	0.00405496	0.0199961	0.00519042	0.00876091	0.0286722	0.0332929	0.00294175	0.00574701	0.00201338	0.00492503	0.00271398	0.000973234	0.00378858	0.00977351	0.00931654	0.00984379	0.0081821	0.0190042	0.0198646	0.0399671	0.0046839	0.00831106	0.001065	0.00413744	0.00487544	0.0314225	0.0267754	0.0175281	0.00107471	0.0162978	0.0114422	0.00372297	0.0482262	0.000125118	0.00889946	0.018406	0.0223691	0.0091881	0.029274	0.00799244	0.00268692	0.00719496	0.0117946	0.000544058	0.017518	0.00458784	0.0082163	0.0242713	0.0274112	0.03738	0.0128319	0.0135967	0.01316	0.00123035	0.00541564	0.00894099	0.00270343	0.127001	0.872999	1.370773
150	-970.1139	-1086.375	116.2615	0.0286039	0.0229509	0.00662623	0.00486793	0.00588168	0.00428096	0.0301858	0.0178437	0.0258172	0.0111677	0.00404976	0.00418681	0.016335	0.0380054	0.00854421	0.00305771	0.00570776	0.0063007	0.00527613	0.00795279	0.0372102	0.0156044	0.00481774	0.00557734	0.00311987	0.00651031	0.00239658	0.00513723	0.0109576	0.00866887	0.0210605	0.00528515	0.0100109	0.0238818	0.00653131	0.0676069	0.002139	0.0100005	0.0169001	0.00914317	0.0465531	0.0339876	0.0136528	0.0162885	0.0100537	0.0206083	0.014527	0.0147499	0.0961342	0.000165391	0.011764	0.0209907	0.0314996	0.106127	0.0168657	0.00631904	0.00355179	0.0143299	0.0202702	0.00670282	0.0144764	0.00639279	0.014035	0.0320837	0.0088805	0.00740363	0.0211548	0.012541	0.0160844	0.00824569	0.000899178	0.0118189	0.00225611	1.123861	0.8761393	0.0464732	0.223868	0.626916	1.59511	4.46692	21.5178	2.21901	0.77958	0.0240043	0.0192603	0.00556071	0.00408516	0.00493589	0.00359256	0.0253319	0.0149744	0.0216657	0.00937189	0.00339854	0.00351356	0.0137083	0.031894	0.00717027	0.00256602	0.00478994	0.00528753	0.00442771	0.00667396	0.0312267	0.0130951	0.00404303	0.00468049	0.00261818	0.00546343	0.0020112	0.00431115	0.00919562	0.00727489	0.0176739	0.00443529	0.00840112	0.0200415	0.00548105	0.0567355	0.00179504	0.00839242	0.0141825	0.00767292	0.0390672	0.0285223	0.0114574	0.0136692	0.00843704	0.0172944	0.012191	0.0123781	0.0806756	0.000138796	0.00987233	0.0176154	0.0264344	0.0890616	0.0141536	0.00530292	0.00298065	0.0120256	0.0170107	0.00562499	0.0121485	0.00536481	0.0117782	0.0269246	0.00745248	0.00621311	0.017753	0.0105244	0.013498	0.00691976	0.000754587	0.0099184	0.00189332	0.43807	0.56193	1.191615
180	-1550.007	-1669.594	119.5877	0.00148793	0.0130117	0.000218859	0.00250549	0.00231956	0.00674059	0.00295896	0.00261542	0.00449323	0.0074565	0.000675137	0.0116789	0.00840749	0.0134577	0.00392171	0.0045817	0.00836292	0.000155468	0.0184268	0.00582186	0.0255888	0.00387908	0.00949093	0.0198664	0.00186799	0.0256353	0.00200124	0.00457744	0.00159734	0.00428017	0.00432449	0.0186772	0.0106828	0.00913635	0.00547138	0.026264	0.00387951	0.0125634	0.00878779	0.00973745	0.0366424	0.0239484	0.0096011	0.00270352	0.000212975	0.0222182	0.00978454	0.0141389	0.0311243	0.000843679	0.000178208	0.00502407	0.0162126	0.00783235	0.0200785	0.0032276	0.000494233	0.0145221	0.000219997	0.00683802	0.00301392	0.0150579	0.00722372	0.0318439	0.00493295	0.00622448	0.0154716	0.00274357	0.0113296	0.00666532	0.000889057	0.00646574	0.00247633	1.620922	0.3790781	0.652023	0.811737	0.936999	1.06724	1.23193	1.53369	0.309239	0.2338657	0.00222813	0.0194847	0.000327737	0.0037519	0.00347349	0.0100939	0.00443097	0.00391653	0.0067285	0.0111659	0.001011	0.0174889	0.01259	0.0201526	0.00587267	0.00686099	0.0125233	0.00023281	0.0275936	0.00871809	0.0383186	0.00580884	0.0142124	0.0297495	0.00279726	0.0383882	0.00299681	0.0068546	0.00239198	0.00640945	0.00647582	0.0279686	0.0159972	0.0136815	0.00819326	0.0393297	0.00580947	0.0188134	0.0131595	0.0145816	0.0548711	0.0358621	0.0143774	0.00404845	0.000318924	0.0332712	0.0146521	0.0211727	0.046608	0.00126339	0.000266862	0.00752342	0.024278	0.0117288	0.030067	0.00483325	0.000740102	0.0217464	0.00032944	0.0102398	0.00451327	0.0225488	0.0108173	0.0476854	0.00738698	0.009321	0.0231683	0.00410842	0.0169658	0.00998116	0.00133134	0.00968229	0.00370824	0.189539	0.810461	0.6677905
210	-1249.477	-1364.845	115.368	0.00277971	0.00887784	0.00377114	0.00171527	0.0018527	0.00303712	0.00398407	0.0064711	0.000499779	0.00935161	0.0011409	0.00329941	0.0115942	0.0118332	0.00843904	0.00312609	0.00629503	0.00123394	0.0102827	0.00397225	0.0191423	0.00264669	0.0107062	0.00562226	0.0139602	0.0174909	0.000849793	0.00392471	0.00108986	0.00326753	0.0292617	0.00425542	0.00728887	0.00477076	0.0323545	0.00316724	0.0141606	0.0118794	0.00503591	0.00150925	0.00390817	0.00386396	0.0159869	0.00175204	0.012087	0.0129356	0.02111	0.0375838	0.00771413	0.00419192	0.00622657	0.00176677	0.0286668	0.00150206	0.00415144	0.00266366	0.00148506	0.0174403	0.00528556	0.00664696	0.00272655	0.00691629	0.0106115	0.0386881	0.00254508	0.00130151	0.04539	0.0064974	0.00773015	0.00506394	0.017112	0.00521692	0.000498285	0.3312485	1.668751	0.142719	0.386935	0.74362	1.34477	2.58441	7.00678	1.407727	5.037763	0.00432163	0.0138025	0.00586302	0.00266674	0.00288041	0.00472183	0.00619407	0.0100607	0.00077701	0.014539	0.00177377	0.00512962	0.0180256	0.0183971	0.0131202	0.00486015	0.00978694	0.00191842	0.0159867	0.00617568	0.0297607	0.00411484	0.016645	0.00874098	0.0217041	0.0271933	0.00132118	0.00610178	0.00169442	0.00508006	0.0454934	0.00661594	0.0113321	0.00741713	0.0503018	0.00492414	0.0220156	0.0184689	0.00782936	0.00234644	0.00607606	0.00600734	0.0248549	0.0027239	0.0187918	0.0201111	0.0328199	0.0584319	0.0119932	0.00651721	0.0096805	0.00274682	0.0445685	0.00233527	0.00645428	0.00414122	0.00230883	0.0271146	0.00821751	0.0103341	0.00423899	0.0107528	0.0164978	0.0601487	0.00395686	0.00202347	0.0705682	0.0101016	0.0120181	0.00787295	0.0266042	0.00811078	0.000774687	0.834376	0.165624	0.6432077
240	-1195.163	-1314.433	119.2697	0.00800049	0.014615	0.00603114	0.0416765	0.00364073	0.00982105	0.0211321	0.0274198	0.000612685	0.0149386	0.0216239	0.00441542	0.00129927	0.0238165	0.0282869	0.00907005	0.0083964	0.000134695	0.028249	0.00301642	0.018468	0.0168702	0.00415706	0.00278368	0.000993885	0.0097443	0.00629222	0.0111823	0.00304192	0.0278246	0.0189803	0.024856	0.0092726	0.0191692	0.0232269	0.00668146	0.0263985	0.00566502	0.00432112	0.00232622	0.00777152	0.00718941	0.0391859	0.00121808	0.0458685	0.0254644	0.0389353	0.0700648	0.0103487	0.00432166	0.0116077	0.0342592	0.036672	0.0141439	0.0030061	0.0120455	0.0140988	0.0493902	0.00812263	0.0104875	0.00490552	0.0112241	0.00297067	0.0378287	0.00939279	0.0179955	0.0356322	0.00448595	0.0099063	0.00984862	0.0212919	0.0129836	0.00664206	1.941364	0.05863638	0.254831	0.513367	0.812192	1.23124	1.94793	3.92417	0.9885475	0.03020371	0.00697052	0.0127335	0.00525469	0.0363111	0.00317203	0.0085567	0.0184115	0.0238898	0.000533808	0.0130154	0.01884	0.00384698	0.00113201	0.0207504	0.0246453	0.00790238	0.00731546	0.000117355	0.0246122	0.00262809	0.0160904	0.0146983	0.00362188	0.00242532	0.000865933	0.00848982	0.00548217	0.00974271	0.00265031	0.0242425	0.0165368	0.0216561	0.00807885	0.0167014	0.0202367	0.0058213	0.023	0.00493571	0.00376482	0.00202675	0.00677102	0.00626385	0.0341411	0.00106127	0.0399634	0.0221861	0.0339228	0.0610447	0.00901639	0.00376529	0.0101134	0.0298487	0.0319509	0.012323	0.0026191	0.0104948	0.0122838	0.0430317	0.00707693	0.00913731	0.00427399	0.00977916	0.00258823	0.0329586	0.00818357	0.0156788	0.0310449	0.00390843	0.00863097	0.00858071	0.0185508	0.0113121	0.00578696	0.0293182	0.970682	1.147762
270	-1244.849	-1358.547	113.698	0.011888	0.0180303	0.00866371	0.0399971	0.0277041	0.0227286	0.0143609	0.038431	0.000619693	0.0254767	0.00805747	0.000749821	0.000675882	0.0301707	0.0291439	0.00357684	0.0507127	0.0103227	0.0411514	0.0311105	0.00763189	0.00204217	0.0355268	0.0258611	0.00573281	0.00935163	0.0314607	0.00222187	0.0130351	0.0164047	0.0174189	0.0276912	0.0243153	0.000950386	0.0145882	0.00085159	0.0131185	0.0156008	0.0175798	0.00348883	0.0220046	0.00484783	0.00315109	0.0100055	0.0440201	0.0158976	0.100387	0.0928726	0.00677698	0.0274289	0.019957	0.0642658	0.00417765	0.0104493	0.0150652	0.00632257	0.0420822	0.00338878	0.0123328	0.00393331	0.008541	0.00672881	0.00298584	0.0110073	0.0361108	0.0756065	0.00169905	0.0418601	0.0458245	0.00945174	0.00261736	0.0469452	0.00189949	0.111232	1.888768	0.641273	0.805183	0.934632	1.06994	1.24195	1.5594	0.3212594	16.98044	0.00793014	0.0120275	0.00577931	0.0266809	0.0184806	0.0151616	0.00957976	0.0256363	0.000413379	0.0169948	0.00537491	0.000500185	0.000450862	0.020126	0.0194411	0.00238601	0.033829	0.00688601	0.0274509	0.020753	0.00509102	0.00136228	0.023699	0.0172512	0.0038242	0.00623821	0.0209865	0.00148214	0.00869536	0.0109431	0.0116196	0.018472	0.01622	0.000633976	0.00973137	0.000568071	0.008751	0.0104069	0.011727	0.0023273	0.0146787	0.00323385	0.002102	0.00667439	0.0293646	0.0106048	0.0669656	0.0619527	0.00452073	0.0182971	0.0133127	0.0428699	0.00278679	0.00697045	0.0100496	0.00421761	0.0280718	0.00226056	0.00822685	0.0026238	0.00569746	0.0044886	0.00199177	0.00734263	0.0240885	0.0504349	0.00113339	0.0279237	0.0305682	0.00630499	0.00174597	0.0313158	0.0012671	0.944384	0.055616	1.499089
