Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-223.1383	-339.7056	116.5673	0.0183149	0.0383138	0.00617314	0.00227209	0.00697412	0.000494425	0.00539603	0.0171977	0.00198191	0.0106252	0.00821401	0.000375602	0.0219929	0.00467547	0.00183788	0.0158007	0.0134828	0.00327131	0.0129304	0.000907989	0.00568609	0.00567823	0.00692783	0.00178411	0.00449477	0.00782581	0.0154123	0.00296018	0.0026312	0.000941449	0.0858118	0.00594653	0.0164326	0.00528269	0.00170499	0.00557537	0.0100057	0.00116839	0.00916098	0.0131349	0.00324011	0.0206481	0.048563	0.004112	0.00446057	0.00840804	0.00507607	0.0268561	0.000769934	0.0209248	0.0928412	0.00506395	0.00624023	0.00595483	0.00829626	0.0138037	0.020757	0.00167892	0.029205	0.0843124	0.0281435	0.005802	0.0538106	0.0306921	0.139456	0.00841522	0.00754728	0.00851753	0.0111499	0.0040343	0.0282827	0.0158005	0.00578758	0.5933826	1.406617	0.352531	0.601405	0.853305	1.17191	1.66277	2.83663	0.753884	2.370507	0.0158098	0.0330733	0.00532879	0.00196132	0.00602022	0.000426799	0.00465797	0.0148455	0.00171083	0.00917193	0.00709052	0.000324228	0.0189847	0.00403597	0.0015865	0.0136395	0.0116386	0.00282387	0.0111618	0.000783797	0.00490837	0.00490158	0.00598026	0.00154009	0.00387998	0.00675542	0.0133042	0.0025553	0.00227131	0.00081268	0.0740747	0.00513318	0.014185	0.00456013	0.00147178	0.00481279	0.00863719	0.00100858	0.00790796	0.0113384	0.00279694	0.0178239	0.0419207	0.00354957	0.00385047	0.00725802	0.00438178	0.0231828	0.000664624	0.0180628	0.0801427	0.00437132	0.00538671	0.00514035	0.00716152	0.0119157	0.0179179	0.00144928	0.0252104	0.0727804	0.0242941	0.00500841	0.0464505	0.0264942	0.120381	0.00726421	0.00651498	0.00735253	0.00962486	0.0034825	0.0244143	0.0136394	0.00499597	0.703309	0.296691	1.158449
30	-233.1814	-348.646	115.4646	0.0067429	0.0143225	0.00358212	0.0175565	0.00118406	0.00085102	0.00669974	0.0138877	0.0130137	0.00834588	0.00433542	0.000272709	0.000615576	0.000667512	0.00610398	0.0102963	0.00782372	0.000685045	0.00750321	0.00141651	0.000937605	0.00819099	0.00803554	0.0035602	0.0026082	0.00412967	0.00718228	0.0143302	0.0174381	0.00108482	0.0497945	0.00783924	0.00195789	0.0011613	0.00142271	0.00341753	0.0149421	0.000847604	0.00956248	0.00495145	0.00957885	0.0119816	0.0281799	0.0027014	0.00311334	0.00568561	0.00855766	0.0166894	0.00217388	0.0245083	0.0142422	0.00476664	0.000487026	0.0055808	0.00344413	0.0020143	0.00940321	0.000409661	0.0154001	0.0489245	0.00583659	0.0129901	0.0302492	0.0382009	0.0422437	0.000599282	0.00666008	0.00494252	0.00496832	0.00117038	0.0164118	0.00515984	0.00591132	0.2958124	1.704188	0.218077	0.475815	0.793171	1.26076	2.10166	4.58554	1.101167	5.761042	0.0098799	0.0209857	0.00524863	0.0257243	0.00173491	0.00124694	0.00981666	0.0203486	0.0190681	0.0122286	0.00635239	0.000399582	0.00090196	0.000978058	0.00894373	0.0150864	0.0114636	0.00100375	0.0109939	0.00207552	0.00137381	0.0120017	0.0117739	0.0052165	0.00382162	0.00605091	0.0105237	0.020997	0.0255509	0.00158951	0.0729604	0.0114863	0.00286876	0.00170156	0.0020846	0.00500747	0.0218936	0.00124193	0.0140112	0.00725501	0.0140352	0.0175558	0.0412901	0.00395818	0.00456176	0.00833073	0.0125389	0.0244538	0.00318523	0.0359103	0.0208681	0.00698422	0.000713605	0.00817715	0.00504644	0.00295142	0.0137779	0.000600247	0.0225646	0.0716856	0.00855194	0.0190334	0.044322	0.0559731	0.0618967	0.000878086	0.00975854	0.00724193	0.00727973	0.00171488	0.024047	0.00756035	0.00866145	0.852094	0.147906	0.6824868
60	-235.5456	-351.2895	115.7439	0.00743595	0.016232	0.00229144	0.0152845	0.00602855	0.00323727	0.0166403	0.0149745	0.00407295	0.000894676	0.00472939	0.00404295	0.000564841	0.00024942	0.00436076	0.000267743	0.00166571	0.000808686	0.0076587	0.00225603	0.00404844	0.0068464	0.00225244	0.00158729	0.00337735	0.00182469	0.00219261	0.00657393	0.00308108	0.000639287	0.0274827	0.00479445	0.0014543	0.000843349	0.000405874	0.0169211	0.011233	0.00012579	0.00618141	0.00203797	0.00630471	0.011456	0.0240452	0.00127766	0.00265782	0.00631623	0.00673151	0.00699028	0.00185491	0.0209542	0.0138627	0.00386426	0.00316022	0.00171583	0.00293879	0.00273179	0.00967954	0.00160522	0.0164373	0.0634738	0.0127739	0.00196606	0.00886733	0.0270674	0.0416462	0.000843225	0.00550855	0.00421733	0.00423934	0.00241083	0.00282164	0.00547734	0.00411345	0.3864692	1.613531	0.160798	0.41011	0.757238	1.32059	2.43837	6.21899	1.321486	4.175057	0.0135789	0.0296415	0.00418444	0.0279112	0.0110088	0.00591164	0.0303872	0.0273451	0.00743768	0.00163378	0.00863641	0.0073829	0.00103146	0.00045547	0.00796326	0.00048893	0.00304178	0.00147675	0.0139857	0.00411977	0.00739292	0.0125023	0.00411321	0.00289857	0.00616743	0.0033321	0.00400397	0.0120048	0.00562642	0.00116741	0.0501865	0.00875522	0.00265573	0.00154005	0.000741172	0.0309	0.0205127	0.000229707	0.011288	0.00372157	0.0115131	0.0209199	0.0439094	0.00233315	0.00485348	0.0115342	0.0122925	0.0127651	0.00338729	0.0382647	0.0253149	0.00705659	0.00577094	0.0031333	0.00536657	0.00498856	0.017676	0.00293132	0.0300164	0.115911	0.0233266	0.00359026	0.0161928	0.0494282	0.0760508	0.00153983	0.0100593	0.00770133	0.00774153	0.00440245	0.00515264	0.0100023	0.00751164	0.806765	0.193235	0.5476103
90	-229.2778	-346.3114	117.0336	0.0124521	0.0234059	0.00313072	0.0170884	0.00835042	0.000939218	0.0282331	0.00870016	0.00986035	0.0050386	0.00527625	0.00582978	0.000814479	0.000359655	0.0025126	0.00328001	0.000743469	0.00277161	0.00274579	0.00814287	0.0058377	0.00151206	0.00786939	0.00238331	0.00134286	0.00154199	0.00059892	0.000552127	0.00133879	0.00273201	0.0396289	0.00472199	0.00209705	0.00121608	0.000289047	0.0243997	0.0161975	0.000198078	0.0113047	0.00092864	0.00740292	0.0201598	0.018152	0.00772064	0.00180182	0.0100231	0.00970658	0.00991612	0.00796567	0.0145469	0.0307921	0.00541609	0.00447661	0.000828477	0.00277886	0.000729058	0.0112314	0.00353907	0.0192803	0.0915268	0.00802473	0.00299641	0.0236958	0.01088	0.0600522	0.0012159	0.00691381	0.00608123	0.0042581	0.00125912	0.00406869	0.0153045	0.00599151	0.6528703	1.34713	0.302698	0.558325	0.833745	1.19941	1.79107	3.30363	0.8640825	2.063396	0.01766	0.0331951	0.00444009	0.0242353	0.0118428	0.00133203	0.0400412	0.0123388	0.0139843	0.0071459	0.00748296	0.00826798	0.00115512	0.000510074	0.00356346	0.00465182	0.00105441	0.00393078	0.00389417	0.0115485	0.00827921	0.00214446	0.0111606	0.00338008	0.00190448	0.0021869	0.000849407	0.000783045	0.00189872	0.00387463	0.0562031	0.00669687	0.0029741	0.00172468	0.000409936	0.0346044	0.0229719	0.000280921	0.0160327	0.00131703	0.0104991	0.0285913	0.0257437	0.0109497	0.00255541	0.0142151	0.0137662	0.0140634	0.0112972	0.0206309	0.0436704	0.00768127	0.00634887	0.00117497	0.00394106	0.00103397	0.0159288	0.00501922	0.027344	0.129806	0.0113809	0.00424961	0.0336062	0.0154304	0.085168	0.00172443	0.00980539	0.00862459	0.00603898	0.00178572	0.00577036	0.0217054	0.00849735	0.673565	0.326435	0.7051029
120	-228.5878	-345.6519	117.0642	0.00778817	0.0176622	0.00130006	0.000456513	0.0151449	0.00185041	0.0388445	0.00249454	0.00743256	0.0111696	0.00116828	0.00259276	0.00386453	0.0039772	0.00240894	0.011869	0.00126441	0.00215331	0.00448444	0.00270435	0.00559685	0.00109026	0.00754472	0.00265071	0.000277381	0.00226541	0.000622056	0.00158988	0.00342552	0.00138543	0.0401569	0.00273105	0.00293813	0.00137068	0.000897803	0.0300967	0.00370669	0.00113865	0.0108383	0.00828441	0.0070975	0.0377041	0.00432256	0.00658485	0.00458822	0.0148804	0.00992885	0.0233739	0.0256908	0.0241464	0.0134905	0.00856969	0.00330562	0.00327946	0.00292873	0.000152658	0.00995737	0.00172958	0.00416349	0.0623041	0.0101925	0.0083012	0.0321264	0.0299497	0.0647911	0.00150988	0.00710269	0.0091498	0.0102262	0.00443456	0.00334883	0.00409894	0.00199708	0.7862519	1.213748	0.202734	0.459183	0.784415	1.27484	2.17778	4.93258	1.153918	1.543714	0.0107473	0.0243729	0.00179401	0.000629963	0.0208992	0.00255346	0.0536033	0.00344233	0.0102565	0.0154135	0.00161217	0.00357788	0.00533285	0.00548833	0.00332421	0.0163785	0.00174482	0.00297145	0.00618828	0.00373185	0.00772335	0.0015045	0.0104113	0.00365783	0.000382771	0.00312614	0.000858404	0.00219395	0.00472704	0.00191182	0.0554144	0.00376871	0.00405446	0.00189147	0.00123892	0.0415319	0.00511503	0.00157128	0.0149563	0.011432	0.00979417	0.0520296	0.00596491	0.00908674	0.00633149	0.0205342	0.0137013	0.0322547	0.0354519	0.0333208	0.0186161	0.0118257	0.00456158	0.00452548	0.00404149	0.000210659	0.0137406	0.00238673	0.0057454	0.0859762	0.0140651	0.0114552	0.0443327	0.041329	0.0894082	0.00208355	0.00980133	0.0126262	0.0141117	0.00611945	0.00462121	0.00565632	0.00275586	0.606874	0.393126	0.7246659
150	-240.8102	-357.103	116.2928	0.0480891	0.0646551	0.000888498	0.0033283	0.00262981	0.000552971	0.010024	0.0159694	0.0322939	0.0241636	0.0211947	0.0121208	0.00611596	0.0150988	0.00579621	0.0124188	0.0036651	0.000208589	0.0243877	0.00664546	0.028637	0.00878371	0.0195234	0.00891717	0.000992422	0.00515195	0.00934982	0.0135587	0.0128161	0.00235515	0.135327	0.0285742	0.0171728	0.000694524	0.00168086	0.0504645	0.0235001	0.00259732	0.0391171	0.00894684	0.013169	0.0293547	0.0363347	0.0166122	0.0112748	0.0396514	0.0146999	0.0199053	0.0103558	0.0593358	0.0159891	0.00634844	0.00825863	0.0111529	0.0291057	6.05382e-05	0.00952021	0.00358908	0.00386883	0.153102	0.00497436	0.015987	0.0260203	0.0523336	0.126665	0.00209256	0.0270676	0.0097685	0.0318933	0.0418605	0.00359715	0.0197772	0.0086953	0.6301148	1.369885	0.445273	0.67396	0.884172	1.131	1.48377	2.24582	0.5850124	2.174025	0.030229	0.0406424	0.000558512	0.00209218	0.00165311	0.0003476	0.00630109	0.0100384	0.0203001	0.0151893	0.0133231	0.00761916	0.00384451	0.00949117	0.00364352	0.00780651	0.00230389	0.00013112	0.0153302	0.00417736	0.0180013	0.00552147	0.0122725	0.00560536	0.00062384	0.00323853	0.00587733	0.00852301	0.00805624	0.00148046	0.085067	0.0179619	0.0107949	0.00043658	0.00105659	0.0317221	0.0147723	0.00163268	0.0245891	0.00562401	0.0082781	0.0184524	0.0228401	0.0104425	0.00708735	0.024925	0.00924042	0.0125125	0.00650968	0.0372986	0.0100508	0.00399065	0.0051914	0.00701077	0.0182959	3.80545e-05	0.00598443	0.00225611	0.00243196	0.0962401	0.0031269	0.0100494	0.0163564	0.0328971	0.0796222	0.00131539	0.0170148	0.00614051	0.0200483	0.0263136	0.00226118	0.012432	0.00546589	0.684943	0.315057	1.590829
180	-233.3679	-349.8884	116.5206	0.0177341	0.0410741	0.00350263	0.0176444	0.000889041	0.0291739	0.0031208	0.00688551	0.00696899	0.00345357	0.000865966	0.00806047	0.0111833	0.00313543	0.00160047	0.0273975	0.000302468	0.000193212	0.003124	0.00183607	0.0181925	0.00353678	0.0124028	0.0147542	0.000374627	0.00209972	0.0228975	0.00685179	0.0048917	0.00945522	0.125208	0.0368524	0.0244771	0.00418177	0.00634134	0.00702436	0.00666071	0.00302201	0.0227497	0.0261464	0.0217995	0.0179514	0.00948884	0.0335466	0.00893515	0.0413754	0.00368487	0.0232265	0.00456039	0.0381779	0.0470137	0.0108513	0.000417639	0.00806439	0.00444328	1.87636e-05	0.00988282	0.000466166	0.0321709	0.131235	0.0107739	0.00848164	0.0468956	0.0472322	0.181097	0.00182814	0.0218159	0.0095226	0.0304555	0.00507321	0.0103877	0.0112323	0.0007518	0.6247117	1.375288	0.422553	0.656964	0.877155	1.14005	1.52215	2.36657	0.6228802	2.201477	0.012859	0.0297827	0.00253975	0.0127939	0.000644642	0.0211539	0.00226289	0.00499267	0.0050532	0.00250417	0.00062791	0.00584463	0.00810895	0.00227349	0.0011605	0.0198659	0.000219319	0.000140098	0.0022652	0.00133133	0.0131914	0.00256451	0.00899325	0.0106983	0.000271641	0.0015225	0.0166029	0.00496822	0.00354696	0.00685596	0.0907882	0.0267216	0.0177483	0.00303219	0.00459809	0.00509335	0.00482967	0.00219125	0.0164958	0.0189587	0.0158068	0.0130165	0.00688034	0.0243246	0.00647886	0.0300012	0.00267189	0.0168415	0.00330673	0.0276827	0.0340895	0.00786829	0.000302829	0.00584747	0.00322181	1.36055e-05	0.00716601	0.000338016	0.023327	0.0951579	0.00781214	0.00615002	0.0340039	0.0342479	0.131313	0.00132558	0.0158186	0.00690482	0.0220832	0.00367857	0.00753212	0.00814449	0.000545128	0.687644	0.312356	1.379124
210	-238.6596	-354.7028	116.0432	0.00387123	0.0158444	0.00419817	0.00519538	4.22168e-05	0.0142959	0.00892713	0.0461284	0.00587215	0.00550819	0.000261359	0.00342654	0.000620523	0.00191322	0.0111349	0.0148918	0.0154762	0.00767527	0.00194498	0.00492355	0.00873479	0.00565391	0.00428064	0.00311311	0.000730094	0.000532451	0.00819613	0.0104505	0.0225617	0.00711103	0.0424468	0.0304047	0.0186075	0.00525873	0.00188225	0.0157518	0.00553849	0.00251285	0.00240723	0.000745911	0.0124054	0.0149269	0.00210605	0.0187873	0.00742973	0.00516922	0.00260719	0.0115803	0.00316862	0.0390467	0.0390926	0.0090988	0.00220586	0.00578685	0.0135871	0.00351988	0.0051088	0.000491304	0.00983898	0.10315	0.0208082	0.0102815	0.012059	0.0392743	0.0685406	0.0045505	0.00386799	0.00125057	0.0161948	0.0140098	0.0102671	0.013106	0.000529231	0.4970867	1.502913	0.178608	0.431668	0.769438	1.29965	2.3166	5.59886	1.245532	3.023443	0.00433548	0.0177445	0.00470162	0.00581842	4.72796e-05	0.0160103	0.00999769	0.0516603	0.00657636	0.00616875	0.000292701	0.00383746	0.000694938	0.00214266	0.0124702	0.0166776	0.0173321	0.00859571	0.00217823	0.005514	0.00978229	0.00633194	0.00479398	0.00348644	0.000817648	0.000596304	0.00917903	0.0117037	0.0252674	0.0079638	0.0475371	0.0340509	0.020839	0.00588937	0.00210797	0.0176408	0.00620268	0.0028142	0.00269591	0.000835362	0.0138931	0.0167169	0.00235862	0.0210403	0.00832072	0.00578913	0.00291985	0.012969	0.00354861	0.0437293	0.0437807	0.01019	0.00247039	0.00648082	0.0152165	0.00394199	0.00572146	0.000550222	0.0110189	0.11552	0.0233035	0.0115145	0.0135052	0.0439842	0.0767602	0.00509621	0.00433185	0.00140054	0.0181369	0.0156899	0.0114983	0.0146777	0.000592698	0.751457	0.248543	0.8929189
240	-232.576	-348.6126	116.0366	0.00491649	0.0185077	0.00369289	0.00673199	0.000143524	0.00466444	0.0133897	0.0274303	0.00788703	0.0226663	0.00896685	0.00483481	0.00496318	0.0012214	0.0185834	0.0197219	0.00459338	0.00819756	0.00953239	0.00688724	0.00847457	0.00400169	0.0058332	0.00655025	0.000675795	0.000689931	0.00872319	0.00446169	0.0292424	0.00250942	0.0875614	0.00491697	0.0436627	0.00106967	0.00213323	0.00598721	0.00725928	0.00573337	0.000791728	0.000601129	0.0117198	0.0180028	0.00864826	0.0373601	0.0211469	0.00869211	0.0245798	0.0646968	0.00114458	0.0229578	0.025868	0.0130796	0.00589501	0.00693355	0.00568272	0.000890022	0.0104814	0.00378094	0.00342909	0.118501	0.0112864	0.00268175	0.0102433	0.0546218	0.0888125	0.0114797	0.0071367	0.0022087	0.0249618	0.0181534	0.0187161	0.00201421	0.000358897	0.4029174	1.597083	0.381105	0.624704	0.863484	1.1581	1.60076	2.62395	0.6975302	3.963796	0.00449168	0.0169086	0.00337381	0.00615031	0.000131123	0.00426141	0.0122328	0.0250602	0.00720555	0.0207078	0.00819207	0.00441706	0.00453434	0.00111587	0.0169777	0.0180179	0.00419649	0.00748925	0.00870875	0.00629215	0.00774233	0.00365592	0.00532918	0.00598428	0.000617403	0.000630318	0.00796947	0.00407618	0.0267157	0.00229259	0.0799957	0.00449212	0.03989	0.000977244	0.00194891	0.00546988	0.00663205	0.00523798	0.000723319	0.000549188	0.0107072	0.0164472	0.00790101	0.034132	0.0193197	0.00794107	0.022456	0.0591067	0.00104568	0.0209741	0.0236329	0.0119495	0.00538565	0.00633446	0.00519171	0.000813119	0.00957576	0.00345425	0.0031328	0.108262	0.0103112	0.00245004	0.00935824	0.0499022	0.0811387	0.0104878	0.00652005	0.00201786	0.022805	0.0165849	0.017099	0.00184017	0.000327886	0.798541	0.201459	1.094577
270	-236.1466	-351.8435	115.6969	0.0187305	0.0341927	0.00545579	0.0103299	0.00264232	0.024294	0.025699	0.0173378	0.00392607	0.0387693	0.00404711	0.00837545	0.012134	0.0388985	0.0641759	0.0356162	0.00969749	0.00315102	0.030867	0.0186639	0.0163183	0.0104338	0.0126923	0.00765563	0.00453014	0.00537936	0.0128447	0.00124804	0.0640696	0.000986451	0.143198	0.00453368	0.0228344	0.00515896	0.0287665	0.0113563	0.00074877	0.00284933	0.0112569	0.000402366	0.0190695	0.00669638	0.0129331	0.0651932	0.0146118	0.0216692	0.0399945	0.0992944	0.0039322	0.0431439	0.0505974	0.0226581	0.00380258	0.00876526	0.0287077	0.00625721	0.00239202	0.0065498	0.00848413	0.180155	0.0162312	0.0216736	0.0285459	0.0946224	0.123609	0.00706161	0.0729634	0.0160202	0.00208748	0.0366061	0.0271063	0.0169704	0.0122061	0.487741	1.512259	0.653114	0.8124	0.937238	1.06697	1.23092	1.53113	0.3080298	3.100537	0.00988482	0.0180448	0.00287923	0.00545146	0.00139446	0.0128209	0.0135623	0.00914983	0.00207194	0.02046	0.00213581	0.00442004	0.00640358	0.0205282	0.0338681	0.0187961	0.00511773	0.00166291	0.0162897	0.00984966	0.00861178	0.00550633	0.00669823	0.00404017	0.00239073	0.00283889	0.00677863	0.000658637	0.033812	0.000520588	0.0755712	0.0023926	0.0120506	0.00272258	0.0151812	0.00599318	0.000395155	0.0015037	0.00594069	0.000212344	0.0100637	0.00353394	0.00682527	0.0344049	0.00771123	0.0114357	0.0211066	0.0524014	0.00207517	0.0227687	0.0267022	0.0119576	0.00200676	0.00462576	0.0151501	0.00330217	0.00126236	0.00345658	0.0044774	0.0950748	0.0085658	0.011438	0.0150647	0.0499358	0.0652331	0.00372668	0.0385056	0.00845445	0.00110164	0.0193184	0.014305	0.00895594	0.00644165	0.75613	0.24387	1.894879
